rt,response,trial_type,trial_index,time_elapsed,internal_node_id,condition,correct,stimulus,success,timeout,failed_images,failed_audio,failed_video,question_order,accuracy,participant_id,ctime
89678.59999999404,"{""stimFIRST"":27,""stimSECOND"":100}",multiple-slider,4,123657,0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is trying to figure out how well the five department heads &mdash; Kate, Tom, Sue, Tatiana, and Ricardo &mdash; know the commuting habits of the head of HR, Charley. Mike keeps track on this list:"",""contextPart2"":""Next up, Mike wants to record in his list whether <b>SUE</b> believes that Charley, who lives five blocks away from work, biked to work before he got promoted. Mike's assistant asks him:"",""utterance"":""Does Sue know that Charley biked to work before he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Sue believes that Charley biked to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""qud"":""nai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-know-nai""}",NA,NA,NA,NA,NA,NA,NA,"[0,1]",NA,2ef60ed7-9a1e-4719-9230-325a49d8bd30,2025-11-17 16:34:07 CET
15089,"{""P0_Q0"":null,""age"":""25"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated high school"",""comments"":""""}",survey,5,138793,0.0-4.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is trying to figure out how well the five department heads &mdash; Kate, Tom, Sue, Tatiana, and Ricardo &mdash; know the commuting habits of the head of HR, Charley. Mike keeps track on this list:"",""contextPart2"":""Next up, Mike wants to record in his list whether <b>SUE</b> believes that Charley, who lives five blocks away from work, biked to work before he got promoted. Mike's assistant asks him:"",""utterance"":""Does Sue know that Charley biked to work before he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Sue believes that Charley biked to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""qud"":""nai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-know-nai""}",NA,NA,NA,NA,NA,NA,NA,NA,[],2ef60ed7-9a1e-4719-9230-325a49d8bd30,2025-11-17 16:34:07 CET
8662,"{""Q0"":""Jessica ""}",survey-text,0,8679,0.0-0.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is trying to figure out how well the five department heads &mdash; Kate, Tom, Sue, Tatiana, and Ricardo &mdash; know the pastimes of the head of HR, Charley. Mike keeps track on this list:"",""contextPart2"":""Next up, Mike wants to record in his list whether <b>SUE</b> believes that Charley, who loves animals, volunteered at the pet shelter before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley volunteered at the pet shelter before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Sue believes that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""nai"",""prior"":""higher"",""content"":""petshelter"",""image"":""petshelter-know-nai""}",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,6e8cd9a0-3479-431e-b039-b379bc7908e0,2025-11-17 16:34:25 CET
1868,0,html-button-response,1,10549,0.0-0.0-1.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is trying to figure out how well the five department heads &mdash; Kate, Tom, Sue, Tatiana, and Ricardo &mdash; know the pastimes of the head of HR, Charley. Mike keeps track on this list:"",""contextPart2"":""Next up, Mike wants to record in his list whether <b>SUE</b> believes that Charley, who loves animals, volunteered at the pet shelter before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley volunteered at the pet shelter before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Sue believes that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""nai"",""prior"":""higher"",""content"":""petshelter"",""image"":""petshelter-know-nai""}",NA,<p style='text-align:left'><b> Incorrect response! Please try again. </b><br><br></p>,NA,NA,NA,NA,NA,NA,NA,6e8cd9a0-3479-431e-b039-b379bc7908e0,2025-11-17 16:34:25 CET
12234,"{""Q0"":""Barbara""}",survey-text,2,22797,0.0-0.0-1.0-1.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is trying to figure out how well the five department heads &mdash; Kate, Tom, Sue, Tatiana, and Ricardo &mdash; know the pastimes of the head of HR, Charley. Mike keeps track on this list:"",""contextPart2"":""Next up, Mike wants to record in his list whether <b>SUE</b> believes that Charley, who loves animals, volunteered at the pet shelter before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley volunteered at the pet shelter before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Sue believes that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""nai"",""prior"":""higher"",""content"":""petshelter"",""image"":""petshelter-know-nai""}",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,6e8cd9a0-3479-431e-b039-b379bc7908e0,2025-11-17 16:34:25 CET
1092,0,html-button-response,3,23890,0.0-0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is trying to figure out how well the five department heads &mdash; Kate, Tom, Sue, Tatiana, and Ricardo &mdash; know the pastimes of the head of HR, Charley. Mike keeps track on this list:"",""contextPart2"":""Next up, Mike wants to record in his list whether <b>SUE</b> believes that Charley, who loves animals, volunteered at the pet shelter before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley volunteered at the pet shelter before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Sue believes that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""nai"",""prior"":""higher"",""content"":""petshelter"",""image"":""petshelter-know-nai""}",NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,NA,NA,NA,NA,NA,6e8cd9a0-3479-431e-b039-b379bc7908e0,2025-11-17 16:34:25 CET
NA,NA,preload,4,24948,0.0-1.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is trying to figure out how well the five department heads &mdash; Kate, Tom, Sue, Tatiana, and Ricardo &mdash; know the pastimes of the head of HR, Charley. Mike keeps track on this list:"",""contextPart2"":""Next up, Mike wants to record in his list whether <b>SUE</b> believes that Charley, who loves animals, volunteered at the pet shelter before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley volunteered at the pet shelter before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Sue believes that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""nai"",""prior"":""higher"",""content"":""petshelter"",""image"":""petshelter-know-nai""}",NA,NA,TRUE,FALSE,[],[],[],NA,NA,6e8cd9a0-3479-431e-b039-b379bc7908e0,2025-11-17 16:34:25 CET
4443,0,html-button-response,5,29391,0.0-2.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is trying to figure out how well the five department heads &mdash; Kate, Tom, Sue, Tatiana, and Ricardo &mdash; know the pastimes of the head of HR, Charley. Mike keeps track on this list:"",""contextPart2"":""Next up, Mike wants to record in his list whether <b>SUE</b> believes that Charley, who loves animals, volunteered at the pet shelter before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley volunteered at the pet shelter before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Sue believes that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""nai"",""prior"":""higher"",""content"":""petshelter"",""image"":""petshelter-know-nai""}",NA,"<h3>Instructions</h3>  <div style='width:500px';> In this experiment, you will read a short text. We will ask you two questions about what you have read. You will give your responses on a slider. <br><br> At the end of the experiment, we will ask you some demographic questions. The experiment will take less than three minutes.<br><br> By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.<br><br></div>",NA,NA,NA,NA,NA,NA,NA,6e8cd9a0-3479-431e-b039-b379bc7908e0,2025-11-17 16:34:25 CET
49243,"{""stimFIRST"":62,""stimSECOND"":100}",multiple-slider,6,78634,0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is trying to figure out how well the five department heads &mdash; Kate, Tom, Sue, Tatiana, and Ricardo &mdash; know the pastimes of the head of HR, Charley. Mike keeps track on this list:"",""contextPart2"":""Next up, Mike wants to record in his list whether <b>SUE</b> believes that Charley, who loves animals, volunteered at the pet shelter before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley volunteered at the pet shelter before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Sue believes that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""nai"",""prior"":""higher"",""content"":""petshelter"",""image"":""petshelter-know-nai""}",NA,NA,NA,NA,NA,NA,NA,"[0,1]",NA,6e8cd9a0-3479-431e-b039-b379bc7908e0,2025-11-17 16:34:25 CET
18530,"{""P0_Q0"":null,""age"":""29"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""some high school"",""comments"":""""}",survey,7,97252,0.0-4.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is trying to figure out how well the five department heads &mdash; Kate, Tom, Sue, Tatiana, and Ricardo &mdash; know the pastimes of the head of HR, Charley. Mike keeps track on this list:"",""contextPart2"":""Next up, Mike wants to record in his list whether <b>SUE</b> believes that Charley, who loves animals, volunteered at the pet shelter before he got promoted. Mike's assistant tells him:"",""utterance"":""Sue doesn't know that Charley volunteered at the pet shelter before he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Sue believes that Charley volunteered at the pet shelter before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""nai"",""prior"":""higher"",""content"":""petshelter"",""image"":""petshelter-know-nai""}",NA,NA,NA,NA,NA,NA,NA,NA,[],6e8cd9a0-3479-431e-b039-b379bc7908e0,2025-11-17 16:34:25 CET
6955,"{""Q0"":""Barbara""}",survey-text,0,6988,0.0-0.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who is a germaphobe, took the subway to work before he got promoted. Mike's assistant asks him:"",""utterance"":""Does Sue know that Charley took the subway to work before he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-know-ai""}",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,c484258c-9a1f-4281-bdc4-961d7c328769,2025-11-17 16:34:26 CET
1530,0,html-button-response,1,8521,0.0-0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who is a germaphobe, took the subway to work before he got promoted. Mike's assistant asks him:"",""utterance"":""Does Sue know that Charley took the subway to work before he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-know-ai""}",NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,NA,NA,NA,NA,NA,c484258c-9a1f-4281-bdc4-961d7c328769,2025-11-17 16:34:26 CET
NA,NA,preload,2,9356,0.0-1.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who is a germaphobe, took the subway to work before he got promoted. Mike's assistant asks him:"",""utterance"":""Does Sue know that Charley took the subway to work before he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-know-ai""}",NA,NA,TRUE,FALSE,[],[],[],NA,NA,c484258c-9a1f-4281-bdc4-961d7c328769,2025-11-17 16:34:26 CET
6860,0,html-button-response,3,16217,0.0-2.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who is a germaphobe, took the subway to work before he got promoted. Mike's assistant asks him:"",""utterance"":""Does Sue know that Charley took the subway to work before he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-know-ai""}",NA,"<h3>Instructions</h3>  <div style='width:500px';> In this experiment, you will read a short text. We will ask you two questions about what you have read. You will give your responses on a slider. <br><br> At the end of the experiment, we will ask you some demographic questions. The experiment will take less than three minutes.<br><br> By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.<br><br></div>",NA,NA,NA,NA,NA,NA,NA,c484258c-9a1f-4281-bdc4-961d7c328769,2025-11-17 16:34:26 CET
35661.5,"{""stimFIRST"":13,""stimSECOND"":15}",multiple-slider,4,51881,0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who is a germaphobe, took the subway to work before he got promoted. Mike's assistant asks him:"",""utterance"":""Does Sue know that Charley took the subway to work before he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-know-ai""}",NA,NA,NA,NA,NA,NA,NA,"[0,1]",NA,c484258c-9a1f-4281-bdc4-961d7c328769,2025-11-17 16:34:26 CET
15620,"{""P0_Q0"":null,""age"":""47"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""None""}",survey,5,67573,0.0-4.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who is a germaphobe, took the subway to work before he got promoted. Mike's assistant asks him:"",""utterance"":""Does Sue know that Charley took the subway to work before he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-know-ai""}",NA,NA,NA,NA,NA,NA,NA,NA,[],c484258c-9a1f-4281-bdc4-961d7c328769,2025-11-17 16:34:26 CET
162094,"{""Q0"":""Linda""}",survey-text,0,162111,0.0-0.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a germaphobe, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant tells him:"",""utterance"":""Charley didn't stop taking the subway to work when he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-stop-ai""}",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,22263a12-4a32-4286-9454-2aa318fa8ae2,2025-11-17 16:34:30 CET
2095,0,html-button-response,1,164208,0.0-0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a germaphobe, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant tells him:"",""utterance"":""Charley didn't stop taking the subway to work when he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-stop-ai""}",NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,NA,NA,NA,NA,NA,22263a12-4a32-4286-9454-2aa318fa8ae2,2025-11-17 16:34:30 CET
NA,NA,preload,2,166049,0.0-1.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a germaphobe, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant tells him:"",""utterance"":""Charley didn't stop taking the subway to work when he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-stop-ai""}",NA,NA,TRUE,FALSE,[],[],[],NA,NA,22263a12-4a32-4286-9454-2aa318fa8ae2,2025-11-17 16:34:30 CET
8911,0,html-button-response,3,174961,0.0-2.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a germaphobe, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant tells him:"",""utterance"":""Charley didn't stop taking the subway to work when he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-stop-ai""}",NA,"<h3>Instructions</h3>  <div style='width:500px';> In this experiment, you will read a short text. We will ask you two questions about what you have read. You will give your responses on a slider. <br><br> At the end of the experiment, we will ask you some demographic questions. The experiment will take less than three minutes.<br><br> By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.<br><br></div>",NA,NA,NA,NA,NA,NA,NA,22263a12-4a32-4286-9454-2aa318fa8ae2,2025-11-17 16:34:30 CET
160175,"{""stimFIRST"":100,""stimSECOND"":100}",multiple-slider,4,335138,0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a germaphobe, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant tells him:"",""utterance"":""Charley didn't stop taking the subway to work when he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-stop-ai""}",NA,NA,NA,NA,NA,NA,NA,"[0,1]",NA,22263a12-4a32-4286-9454-2aa318fa8ae2,2025-11-17 16:34:30 CET
19462,"{""P0_Q0"":null,""age"":""43"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""hold a higher degree"",""comments"":""""}",survey,5,354663,0.0-4.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a germaphobe, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant tells him:"",""utterance"":""Charley didn't stop taking the subway to work when he got promoted."",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""subway"",""image"":""subway-stop-ai""}",NA,NA,NA,NA,NA,NA,NA,NA,[],22263a12-4a32-4286-9454-2aa318fa8ae2,2025-11-17 16:34:30 CET
29457,"{""Q0"":""Jessica""}",survey-text,0,29465,0.0-0.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is allergic to cats and dogs, volunteered at the pet shelter <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop volunteering at the pet shelter when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""petshelter"",""image"":""petshelter-stop-nai""}",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,e8f2dc70-0488-4eb1-9b8f-1ed6f286a728,2025-11-17 16:34:43 CET
3022,0,html-button-response,1,32489,0.0-0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is allergic to cats and dogs, volunteered at the pet shelter <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop volunteering at the pet shelter when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""petshelter"",""image"":""petshelter-stop-nai""}",NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,NA,NA,NA,NA,NA,e8f2dc70-0488-4eb1-9b8f-1ed6f286a728,2025-11-17 16:34:43 CET
NA,NA,preload,2,33374,0.0-1.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is allergic to cats and dogs, volunteered at the pet shelter <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop volunteering at the pet shelter when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""petshelter"",""image"":""petshelter-stop-nai""}",NA,NA,TRUE,FALSE,[],[],[],NA,NA,e8f2dc70-0488-4eb1-9b8f-1ed6f286a728,2025-11-17 16:34:43 CET
15994,0,html-button-response,3,49368,0.0-2.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is allergic to cats and dogs, volunteered at the pet shelter <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop volunteering at the pet shelter when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""petshelter"",""image"":""petshelter-stop-nai""}",NA,"<h3>Instructions</h3>  <div style='width:500px';> In this experiment, you will read a short text. We will ask you two questions about what you have read. You will give your responses on a slider. <br><br> At the end of the experiment, we will ask you some demographic questions. The experiment will take less than three minutes.<br><br> By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.<br><br></div>",NA,NA,NA,NA,NA,NA,NA,e8f2dc70-0488-4eb1-9b8f-1ed6f286a728,2025-11-17 16:34:43 CET
80727,"{""stimFIRST"":0,""stimSECOND"":0}",multiple-slider,4,130097,0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is allergic to cats and dogs, volunteered at the pet shelter <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop volunteering at the pet shelter when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""petshelter"",""image"":""petshelter-stop-nai""}",NA,NA,NA,NA,NA,NA,NA,"[0,1]",NA,e8f2dc70-0488-4eb1-9b8f-1ed6f286a728,2025-11-17 16:34:43 CET
